名称,大类,中类,小类,地址,省,市,区,WGS84_X,WGS84_Y
澳洲皇后庄园(宝安大道),体育休闲服务,娱乐场所,娱乐场所,西乡街道宝安大道与宾隆路交汇处招商果岭119号(西乡客运站对面),广东省,深圳市,宝安区,113.8522295,22.58838866
广乐纯K(共乐店),体育休闲服务,娱乐场所,KTV,共乐城购物中心3层,广东省,深圳市,宝安区,113.8637873,22.5846955
都市纯K氧吧量贩KTV,体育休闲服务,娱乐场所,KTV,西乡街道金海路盐田村益家百货三楼,广东省,深圳市,宝安区,113.8572213,22.58362974
星时空量贩式KTV(西乡店),体育休闲服务,娱乐场所,KTV,万骏汇商务公寓2-3层,广东省,深圳市,宝安区,113.8719558,22.58689049
童话音乐派对(宝安店),体育休闲服务,娱乐场所,KTV,西乡庄边路中国南方摄影产业园3栋河南人家三层,广东省,深圳市,宝安区,113.8761859,22.58711337
奥斯登KTV,体育休闲服务,娱乐场所,KTV|体育休闲服务,宝民二路6号,广东省,深圳市,宝安区,113.8755779,22.58741581
顶悦量贩式KTV(恒丰海悦国际酒店西),体育休闲服务,娱乐场所,KTV,宝民二路129号君胜百货港隆城店5层,广东省,深圳市,宝安区,113.8756641,22.58568709
童话量贩式KTV(宝安店),体育休闲服务,娱乐场所,KTV,庄边路中国南方摄影产业园3栋河南人家三层,广东省,深圳市,宝安区,113.876291,22.58712345
顶悦KTV,体育休闲服务,娱乐场所,KTV,80区宝民二路港隆城五楼,广东省,深圳市,宝安区,113.8758294,22.58495932
天子量贩式KTV(西乡店),体育休闲服务,娱乐场所,KTV,西乡大道234号小丑鱼酒店3层,广东省,深圳市,宝安区,113.8667743,22.58435017
御景国际酒店KTV,体育休闲服务,娱乐场所,KTV,西乡镇流塘路200号御景国际酒店,广东省,深圳市,宝安区,113.8850255,22.58711438
诺美斯会所,体育休闲服务,娱乐场所,KTV,流塘建安二路56号米兰酒店四、五楼(港隆城),广东省,深圳市,宝安区,113.8832315,22.58236696
上上酒吧(深圳宝安店),体育休闲服务,娱乐场所,酒吧,庄边路22号,广东省,深圳市,宝安区,113.8799975,22.59016195
一乐会,体育休闲服务,娱乐场所,KTV,建安二路89-7号一乐会·音乐潮流广场,广东省,深圳市,宝安区,113.8808381,22.58473019
K歌王纯K派对(宝安店),体育休闲服务,娱乐场所,KTV,宝安80区恒丰海悦酒店B1层107国道旁,广东省,深圳市,宝安区,113.876722,22.58330727
金港城K歌会所,体育休闲服务,娱乐场所,KTV,宝民二路与流塘路交叉口东150米,广东省,深圳市,宝安区,113.8800871,22.58227296
致青春清吧,体育休闲服务,娱乐场所,酒吧,流塘路144号附近,广东省,深圳市,宝安区,113.8836288,22.58505088
御景皇朝俱乐部,体育休闲服务,娱乐场所,KTV,流塘路200号2-3层,广东省,深圳市,宝安区,113.885414,22.58721856
蓝钻壹号音乐会所,体育休闲服务,娱乐场所,KTV,前进二路流塘商务大厦3栋110铺之2层02单位,广东省,深圳市,宝安区,113.8858837,22.58505704
金钻石休闲都会,体育休闲服务,娱乐场所,娱乐场所,西乡流塘榕树路68号3层,广东省,深圳市,宝安区,113.883574,22.58170124
Phone Bar,体育休闲服务,娱乐场所,酒吧,西乡街道庄边路河西商业城10栋109-111室(童话KTV、黄记烧烤这一栋往里走),广东省,深圳市,宝安区,113.876966,22.58819088
蓝钻音乐会所(宝安店),体育休闲服务,娱乐场所,KTV,新安四路198宝立方展览中心(西部国际珠宝城站)A座2-3楼,广东省,深圳市,宝安区,113.8866547,22.58267867
金都国际俱乐部,体育休闲服务,娱乐场所,娱乐场所,新安四路188号登喜路酒店宝安店,广东省,深圳市,宝安区,113.8894537,22.58435455
象吧,体育休闲服务,娱乐场所,酒吧,锦花路85号(荟悦城生活广场一楼),广东省,深圳市,宝安区,113.8901094,22.58499967
领尚量贩式KTV(公园路),体育休闲服务,娱乐场所,KTV,上川路201号,广东省,深圳市,宝安区,113.8959317,22.58257197
Ik量贩式KTV(上合店),体育休闲服务,娱乐场所,KTV,新安三路152号恒润万家超市2层,广东省,深圳市,宝安区,113.9021416,22.58147754
i唱K(新安店),体育休闲服务,娱乐场所,KTV,新安三路152号(新安三路与裕安二路交汇处),广东省,深圳市,宝安区,113.9023256,22.58157248
音乐派对电影,体育休闲服务,娱乐场所,娱乐场所,公园路上川市场东北50米阳光百货内,广东省,深圳市,宝安区,113.8966092,22.58218203
Vk量贩式KTV,体育休闲服务,娱乐场所,KTV,新安街道71区兴东社区留仙二路7栋2楼,广东省,深圳市,宝安区,113.9096764,22.58629499
8090音乐吧,体育休闲服务,娱乐场所,酒吧,留仙一路二巷36号,广东省,深圳市,宝安区,113.9079571,22.58596293
皇城会所,体育休闲服务,娱乐场所,娱乐场所,创业二路343号附近,广东省,深圳市,宝安区,113.9130626,22.58427005
友唱·M-Bar,体育休闲服务,娱乐场所,KTV,西丽街道留仙大道2188号悦方广场F2,广东省,深圳市,南山区,113.9405961,22.58419864
华悦量贩式KTV,体育休闲服务,娱乐场所,KTV,新围村55-1号旁,广东省,深圳市,南山区,113.9462939,22.58498814
纯时光奶缇音乐生活馆,体育休闲服务,娱乐场所,KTV,旺棠大厦4层,广东省,深圳市,南山区,113.9452692,22.58855084
温莎堡音乐会所量贩式KTV,体育休闲服务,娱乐场所,KTV,西丽镇366大街(深职院西门斜对面)新高路旺棠工业区旺棠大厦21栋1楼,广东省,深圳市,南山区,113.9453441,22.58865668
华悦KTV,体育休闲服务,娱乐场所,KTV,新高路与留仙大道交叉口北150米,广东省,深圳市,南山区,113.9462909,22.58513113
最熊猫量贩式KTV,体育休闲服务,娱乐场所,KTV,同沙路28号旺棠25栋综合楼3层,广东省,深圳市,南山区,113.9434989,22.58721461
深圳市南山区新后方酒吧,体育休闲服务,娱乐场所,酒吧,新高路123-9号附近,广东省,深圳市,南山区,113.9443746,22.58817873
盛世皇朝会所,体育休闲服务,娱乐场所,KTV,新高路145号,广东省,深圳市,南山区,113.9443615,22.59044747
都市猎人,体育休闲服务,娱乐场所,娱乐场所,西丽街道留仙大道2188号悦方广场F1,广东省,深圳市,南山区,113.9405961,22.58419864
时代秀音乐吧,体育休闲服务,娱乐场所,酒吧,打石三路与沙河路交叉口西南100米,广东省,深圳市,南山区,113.9387607,22.58089243
乾坤真人密室逃脱,体育休闲服务,娱乐场所,娱乐场所,"同沙路22号旺棠工业区9栋6层610-611(最熊猫KTV旁、八方快捷东10米老西城餐吧6楼,366大街斜对面)",广东省,深圳市,南山区,113.9444176,22.58750972
囍量贩KTV会所,体育休闲服务,娱乐场所,KTV,南山西丽电子世界4层(近留仙大道),广东省,深圳市,南山区,113.9511001,22.58429169
欢乐驿站KTV(西丽店),体育休闲服务,娱乐场所,KTV,沙河西路留仙苑11栋201-2室(留仙宾馆2层),广东省,深圳市,南山区,113.9488959,22.58209387
喜喜量贩KTV会所,体育休闲服务,娱乐场所,KTV,南山西丽电子世界4楼(近留仙大道),广东省,深圳市,南山区,113.9511001,22.58457166
零氪VR乐园,体育休闲服务,娱乐场所,娱乐场所,同沙路2-05西丽地铁站E出口直行200米左转即到,广东省,深圳市,南山区,113.9492301,22.58709255
游玩区,体育休闲服务,娱乐场所,娱乐场所,留仙大道1380号天虹商场F6,广东省,深圳市,南山区,113.9504971,22.58424906
恋之歌量贩式KTV(平山店),体育休闲服务,娱乐场所,KTV,桃园街道平山社区平山市场2层,广东省,深圳市,南山区,113.9601779,22.58802333
恋之后KTV,体育休闲服务,娱乐场所,KTV,桃源街道平山社区平山市场二楼,广东省,深圳市,南山区,113.9602407,22.58811516
幕乐会酒馆,体育休闲服务,娱乐场所,酒吧,平山一路5号,广东省,深圳市,南山区,113.9629383,22.58703332
星爵桌球棋牌俱乐部(西丽分店),体育休闲服务,娱乐场所,娱乐场所,平山村384号3层,广东省,深圳市,南山区,113.9619314,22.58708194
亮剑联盟,体育休闲服务,娱乐场所,娱乐场所,平山一路2号大园工业区1栋1层丽枫酒店旁,广东省,深圳市,南山区,113.9660138,22.58596428
觅·ubar,体育休闲服务,娱乐场所,酒吧,桃源街道塘兴路133号集悦城b32栋,广东省,深圳市,南山区,113.9797516,22.59041783
RE ONE,体育休闲服务,娱乐场所,酒吧,集悦城B区30栋104号,广东省,深圳市,南山区,113.9821029,22.5902249
安图娱乐城,体育休闲服务,娱乐场所,夜总会,吓围村20栋耀光路6,广东省,深圳市,罗湖区,114.1126842,22.59029802
海世界中西餐月光酒吧,体育休闲服务,娱乐场所,酒吧,大梅沙海滨公园内111号,广东省,深圳市,盐田区,114.2991917,22.58969649
金翅商务会所,体育休闲服务,娱乐场所,娱乐场所,大鹏新区布新路12号宝资源科技园,广东省,深圳市,龙岗区,114.4778536,22.58659011
狼窝餐厅·酒吧,体育休闲服务,娱乐场所,酒吧,大鹏新区大鹏新区街道较场尾较三西七巷16号狼窝,广东省,深圳市,龙岗区,114.5054326,22.59018977
V8纯K(宝源店),体育休闲服务,娱乐场所,KTV,宝源路2007号3层,广东省,深圳市,宝安区,113.8549317,22.57469736
兰CLUB,体育休闲服务,娱乐场所,酒吧,悦和路8-4号附近,广东省,深圳市,宝安区,113.8512161,22.57273983
极品Bar,体育休闲服务,娱乐场所,酒吧,香缇湾花园金海路25-50,广东省,深圳市,宝安区,113.8549195,22.57823496
兰俱乐部,体育休闲服务,娱乐场所,夜总会,悦和路8-5号附近,广东省,深圳市,宝安区,113.8510678,22.5726786
海歌量贩式KTV(西乡店),体育休闲服务,娱乐场所,KTV,西乡大道296号骏通大酒店3楼,广东省,深圳市,宝安区,113.8560974,22.57374019
宝悦国际俱乐部,体育休闲服务,娱乐场所,娱乐场所,西乡大道298号,广东省,深圳市,宝安区,113.8547775,22.57242636
V8量贩式KTV(西乡店),体育休闲服务,娱乐场所,KTV,西乡大道286-5号,广东省,深圳市,宝安区,113.8586218,22.57719545
V8 KTV,体育休闲服务,娱乐场所,KTV,西乡街道西乡大道圣淘沙骏园11栋3楼,广东省,深圳市,宝安区,113.858702,22.57677161
密室逃脱(西乡店),体育休闲服务,娱乐场所,娱乐场所,"西乡大道341号国汇通商务大厦202室(西乡地铁站A出口,西乡天虹斜对面,米萝咖啡侧,楼下圣淘沙公交站)",广东省,深圳市,宝安区,113.85862,22.57519267
百老汇音乐会所(坪洲店),体育休闲服务,娱乐场所,KTV,西乡海城路88号新海美食街三楼(坪洲地铁站旁),广东省,深圳市,宝安区,113.866258,22.57290383
咪哒屋(天虹商场),体育休闲服务,娱乐场所,KTV,西乡大道与新湖路交汇处天虹商场F3层L3023,广东省,深圳市,宝安区,113.8582599,22.57880377
绿茵Club(富通蟠龙居店),体育休闲服务,娱乐场所,酒吧,"西乡大道富通蟠龙居110号商铺(劳动路,衡芳苑北门)",广东省,深圳市,宝安区,113.8628338,22.57835201
Attitude Bar(态度酒吧),体育休闲服务,娱乐场所,酒吧,西乡宝源路1065号创意园1栋104室,广东省,深圳市,宝安区,113.8591443,22.5713568
MEET-X真人密室逃脱,体育休闲服务,娱乐场所,娱乐场所,西乡大道与新湖路交叉口国汇通大厦205,广东省,深圳市,宝安区,113.8587543,22.57510187
沙堆(天虹商场),体育休闲服务,娱乐场所,娱乐场所,西乡大道与新湖路交汇处天虹商场F5层,广东省,深圳市,宝安区,113.8597342,22.57804391
态度Bar,体育休闲服务,娱乐场所,酒吧,西乡街道宝源路1065号F518时尚创意园F1栋104,广东省,深圳市,宝安区,113.8590331,22.57144163
嬉游桌游(坪洲店),体育休闲服务,娱乐场所,娱乐场所,西乡街道麻布新村2巷1号302室(地铁1号线坪洲站B出口右5米),广东省,深圳市,宝安区,113.8653041,22.57281169
冰岛音乐酒吧,体育休闲服务,娱乐场所,酒吧,商业街与宝源路交叉口西150米,广东省,深圳市,宝安区,113.858073,22.57186024
虚实之间,体育休闲服务,娱乐场所,娱乐场所,合正汇一城壹中心18层,广东省,深圳市,宝安区,113.8580765,22.57901448
雾本道电子烟狼杀休闲清吧,体育休闲服务,娱乐场所,酒吧,劳动路7巷,广东省,深圳市,宝安区,113.8661357,22.57449452
爱奇棋牌室牌具用品店(西乡分店),体育休闲服务,娱乐场所,娱乐场所,西乡大道天虹购物中心1层,广东省,深圳市,宝安区,113.859627,22.57752882
RACING(天虹商场),体育休闲服务,娱乐场所,娱乐场所,西乡大道与新湖路交汇处天虹商场F3层,广东省,深圳市,宝安区,113.8590076,22.57828988
娃娃机(天虹商场),体育休闲服务,娱乐场所,娱乐场所,西乡大道与新湖路交汇处天虹商场F2层,广东省,深圳市,宝安区,113.8586649,22.57840038
小球旅行记(天虹商场),体育休闲服务,娱乐场所,娱乐场所,西乡大道与新湖路交汇处天虹商场F5层,广东省,深圳市,宝安区,113.8600769,22.57808937
欢贝城(天虹商场),体育休闲服务,娱乐场所,娱乐场所,西乡大道与新湖路交汇处天虹商场F5层,广东省,深圳市,宝安区,113.8598434,22.57823704
1908音乐现场,体育休闲服务,娱乐场所,KTV,宝源路1073号前岸国际酒店旁1908,广东省,深圳市,宝安区,113.8582844,22.57174855
虚拟体验馆(天虹商场),体育休闲服务,娱乐场所,娱乐场所,西乡大道与新湖路交汇处天虹商场F3层,广东省,深圳市,宝安区,113.8585035,22.57869812
iK量贩式KTV(西乡海城店),体育休闲服务,娱乐场所,KTV,宝安大道3061号德信商务中心3层,广东省,深圳市,宝安区,113.8681655,22.57617668
蓝调休闲Bar,体育休闲服务,娱乐场所,酒吧,西乡街道鸣乐东街18号,广东省,深圳市,宝安区,113.8719524,22.57594273
初心休闲Bar,体育休闲服务,娱乐场所,酒吧,巡抚街与鸣乐街交叉口东南50米,广东省,深圳市,宝安区,113.8717731,22.57601154
朋友圈,体育休闲服务,娱乐场所,娱乐场所,巡抚路2-2号2层,广东省,深圳市,宝安区,113.8726036,22.57559541
LK量版KTV,体育休闲服务,娱乐场所,KTV,海城路德信商务中心3楼,广东省,深圳市,宝安区,113.8681454,22.57614467
爵士豪台球·棋牌会所,体育休闲服务,娱乐场所,娱乐场所,"宝安大道3102号西乡市场3楼D区(西乡步行街,西乡海鲜市场)",广东省,深圳市,宝安区,113.8731376,22.57474402
乐玩自助公仔屋,体育休闲服务,娱乐场所,KTV,麻布新村1巷10号,广东省,深圳市,宝安区,113.8672508,22.5747268
d1娱乐厅,体育休闲服务,娱乐场所,KTV,华侨新村西堤一巷24-1号附近,广东省,深圳市,宝安区,113.868787,22.57128689
径贝社区党群活动中心,体育休闲服务,娱乐场所,娱乐场所,径贝新村35-2号径贝新村治安办附近,广东省,深圳市,宝安区,113.8731478,22.57217229
福星休闲会所,体育休闲服务,娱乐场所,娱乐场所,河东路西侧永安商业城1栋3层,广东省,深圳市,宝安区,113.8760282,22.57856422
卡乐迪KTV(西乡店),体育休闲服务,娱乐场所,KTV,西乡街道荔园路9号3层,广东省,深圳市,宝安区,113.8786762,22.5799342
金豪城桌球棋牌(宝安店),体育休闲服务,娱乐场所,娱乐场所,宝凌路与荔园路交汇处30米处,广东省,深圳市,宝安区,113.8776347,22.57860254
天使酒吧,体育休闲服务,娱乐场所,酒吧,新安四路313号附近,广东省,深圳市,宝安区,113.8840197,22.57896779
黄金台休闲会所,体育休闲服务,娱乐场所,娱乐场所,新安四路313号附近,广东省,深圳市,宝安区,113.884192,22.57875791
A-CLUB,体育休闲服务,娱乐场所,酒吧,新安五路黄金广场1栋1楼,广东省,深圳市,宝安区,113.88421,22.5788999
新活力会所,体育休闲服务,娱乐场所,娱乐场所,新安5路黄金广场3楼,广东省,深圳市,宝安区,113.8840818,22.57876685
桌球网吧,体育休闲服务,娱乐场所,娱乐场所,上川一路174号附近,广东省,深圳市,宝安区,113.8848872,22.57270792
华邦新量贩,体育休闲服务,娱乐场所,KTV,前进一路164号,广东省,深圳市,宝安区,113.8947021,22.57685951
明珠汇量贩KTV(宝安店),体育休闲服务,娱乐场所,KTV,31区186号东方明珠酒店2-3层,广东省,深圳市,宝安区,113.8933599,22.57843517
慕尚酒吧(宝安店),体育休闲服务,娱乐场所,酒吧,前进一路186号东方明珠大酒楼1层,广东省,深圳市,宝安区,113.8932508,22.57868512
盛世酒吧,体育休闲服务,娱乐场所,酒吧,宝安25区步行商业街,广东省,深圳市,宝安区,113.8962085,22.573209
乐活馆,体育休闲服务,娱乐场所,娱乐场所,建安一路619-13号(建安小学斜对面),广东省,深圳市,宝安区,113.8921631,22.57357047
兴业酒吧,体育休闲服务,娱乐场所,酒吧,创业二路北一巷与创业二路北巷交叉口北50米,广东省,深圳市,宝安区,113.8960493,22.57432288
慕尚潮流夜店(前进一路),体育休闲服务,娱乐场所,夜总会,前进一路186号东方明珠大酒店一层,广东省,深圳市,宝安区,113.8932107,22.57862912
乐活馆健康俱乐部,体育休闲服务,娱乐场所,娱乐场所,裕安二路24区上岛咖啡侧对面,广东省,深圳市,宝安区,113.8927367,22.5724547
名门夜宴(创业二路北一巷),体育休闲服务,娱乐场所,娱乐场所,25区前进一路步行街兴业酒吧走廊北2-3层,广东省,深圳市,宝安区,113.8965658,22.573333
欢乐颂量贩KTV(新安店),体育休闲服务,娱乐场所,KTV,裕安二路178-2号普威广场3层,广东省,深圳市,宝安区,113.8974252,22.57650766
猎人精酿啤酒屋,体育休闲服务,娱乐场所,酒吧,新安街道裕安二路与公园路交汇处中洲中央公园华府二期1216商铺,广东省,深圳市,宝安区,113.9018518,22.5760192
森美尔啤酒吧,体育休闲服务,娱乐场所,酒吧,前进一路217号新安海雅百货1层,广东省,深圳市,宝安区,113.8974804,22.57347098
前进IKKTV,体育休闲服务,娱乐场所,KTV,前进一路86号深信泰丰大厦二楼,广东省,深圳市,宝安区,113.9004283,22.57152893
景上景桌球棋牌会所,体育休闲服务,娱乐场所,娱乐场所,公园路新一佳超市4层,广东省,深圳市,宝安区,113.9057304,22.57290336
ik音乐会所(原ik量贩式KTV前进店),体育休闲服务,娱乐场所,KTV,前进一路86深信泰丰大厦2-3层,广东省,深圳市,宝安区,113.9004273,22.57152493
风度音乐酒吧,体育休闲服务,娱乐场所,酒吧,新安三路4号4楼,广东省,深圳市,宝安区,113.9083768,22.5764648
music BAR,体育休闲服务,娱乐场所,酒吧,新安二路183号附近,广东省,深圳市,宝安区,113.9087042,22.57158315
刘博伟桌游(洪浪北店),体育休闲服务,娱乐场所,娱乐场所,洪浪北路19号附近,广东省,深圳市,宝安区,113.909833,22.57596107
无间密室(新安洪浪北店),体育休闲服务,娱乐场所,娱乐场所,创业二路东联大厦A座四楼401G,广东省,深圳市,宝安区,113.9071875,22.57836517
盛世皇朝俱乐部,体育休闲服务,娱乐场所,KTV,茶光路1008号,广东省,深圳市,南山区,113.9459692,22.57208524
九五至尊(沙河路),体育休闲服务,娱乐场所,KTV,西丽沙河路16号亿家商业中心2-5层,广东省,深圳市,南山区,113.9454656,22.57812165
尚宾.BAR,体育休闲服务,娱乐场所,酒吧,沙河路16号亿家商业中心,广东省,深圳市,南山区,113.945177,22.57853121
95.98酒吧,体育休闲服务,娱乐场所,酒吧,沙河路16号95,广东省,深圳市,南山区,113.9446418,22.57837332
SHANGBIN BAR,体育休闲服务,娱乐场所,酒吧,沙河西路16号附近,广东省,深圳市,南山区,113.9453548,22.57834686
热舞天地,体育休闲服务,娱乐场所,迪厅,珠光路珠光工业区十一栋一、二、三楼,广东省,深圳市,南山区,113.9537749,22.57554648
华龙音乐会所量贩式KTV,体育休闲服务,娱乐场所,KTV,西丽镇西丽路59号(南蓉大酒店、西丽农业银行旁),广东省,深圳市,南山区,113.9485018,22.57860513
B&B Motor Club,体育休闲服务,娱乐场所,酒吧,西丽南路51西门,广东省,深圳市,南山区,113.9469973,22.57703155
桥头烧烤酒吧(西丽店),体育休闲服务,娱乐场所,酒吧,桃源街道珠光南路桥头堡1栋201室,广东省,深圳市,南山区,113.9506881,22.57913622
龙百汇量贩式KTV(龙珠一路),体育休闲服务,娱乐场所,KTV,西丽南路13号(B&B酒店旁),广东省,深圳市,南山区,113.9471311,22.57723324
金色米兰娱乐有限公司,体育休闲服务,娱乐场所,酒吧|公司企业,西丽镇西丽路商业街43号(西丽邮政旁边),广东省,深圳市,南山区,113.947795,22.57799173
白夜有米,体育休闲服务,娱乐场所,酒吧,卓越城1期2号写字楼9号铺,广东省,深圳市,福田区,114.0549916,22.57498084
黑铁酒吧,体育休闲服务,娱乐场所,酒吧,中康路福贸花园2栋1楼,广东省,深圳市,福田区,114.0536104,22.57174653
胜利游戏,体育休闲服务,娱乐场所,娱乐场所,梅林路83号,广东省,深圳市,福田区,114.0545443,22.57134998
天禾佳润,体育休闲服务,娱乐场所,娱乐场所,银湖路1号,广东省,深圳市,罗湖区,114.0831428,22.57319999
吉利俱乐部,体育休闲服务,娱乐场所,娱乐场所,金湖路6之27-28,广东省,深圳市,罗湖区,114.0965841,22.57792861
青蓬量贩式KTV,体育休闲服务,娱乐场所,KTV,宝岗路220号,广东省,深圳市,罗湖区,114.1084481,22.57248598
财富茶馆网吧,体育休闲服务,娱乐场所,娱乐场所,宝岗路218号2楼,广东省,深圳市,罗湖区,114.1080786,22.5720188
三星大酒店KTV,体育休闲服务,娱乐场所,KTV,水贝工业区7栋104,广东省,深圳市,罗湖区,114.1221268,22.57511397
新港鸿KTV,体育休闲服务,娱乐场所,KTV,翠竹北路2068号新港鸿花园1楼,广东省,深圳市,罗湖区,114.123803,22.57577685
水晶吧(罗湖店),体育休闲服务,娱乐场所,酒吧,水贝二路水晶广场(金大生玉器批发城正后方),广东省,深圳市,罗湖区,114.123232,22.57335643
新港鸿会所,体育休闲服务,娱乐场所,娱乐场所,太安路新港鸿花园13栋首层,广东省,深圳市,罗湖区,114.1250686,22.57422954
热情酒吧,体育休闲服务,娱乐场所,酒吧,东昌路2-3号,广东省,深圳市,罗湖区,114.1307433,22.57846651
金域世纪酒吧,体育休闲服务,娱乐场所,酒吧,布心路1057号附近,广东省,深圳市,罗湖区,114.1301532,22.57646591
千禧之星职工俱乐部,体育休闲服务,娱乐场所,娱乐场所,布心路2039号输变电大厦,广东省,深圳市,罗湖区,114.1292142,22.57641664
博佳机器人俱乐部,体育休闲服务,娱乐场所,娱乐场所,东乐花园东林教育3号门二层226室,广东省,深圳市,罗湖区,114.134936,22.57546289
东湖宾馆欢唱KTV,体育休闲服务,娱乐场所,KTV,爱国路4006号东湖宾馆1层,广东省,深圳市,罗湖区,114.1405642,22.57723148
东湖水晶宫会所,体育休闲服务,娱乐场所,娱乐场所,爱国路4006号东湖宾馆,广东省,深圳市,罗湖区,114.1411727,22.57727347
星光老年之家(金沙西路),体育休闲服务,娱乐场所,娱乐场所,大鹏新区金沙西路108号,广东省,深圳市,龙岗区,114.4493489,22.57369096
007真人密室逃脱(大鹏店),体育休闲服务,娱乐场所,娱乐场所,大鹏街道布新路89号,广东省,深圳市,龙岗区,114.4831075,22.57628562
007真人密室体验馆,体育休闲服务,娱乐场所,娱乐场所,大鹏新区布新路89号,广东省,深圳市,龙岗区,114.4828135,22.57623876
欢乐驿站量贩KTV(西乡店),体育休闲服务,娱乐场所,KTV,宝源路F518号创意园F9栋,广东省,深圳市,宝安区,113.8559725,22.56767461
小悠娱乐,体育休闲服务,娱乐场所,KTV,宝源路F518时尚创意园7栋,广东省,深圳市,宝安区,113.8563493,22.56888705
马鞍山娱乐场,体育休闲服务,娱乐场所,娱乐场所,海城路212号附近,广东省,深圳市,宝安区,113.8601529,22.56551975
友唱·M-Bar,体育休闲服务,娱乐场所,KTV,海城路201号时代城F5,广东省,深圳市,宝安区,113.8633464,22.56970057
城市猎人,体育休闲服务,娱乐场所,娱乐场所,海城路201号时代城F6,广东省,深圳市,宝安区,113.8633464,22.56970057
云吧,体育休闲服务,娱乐场所,酒吧|购物服务,前海茶城C座031,广东省,深圳市,宝安区,113.859859,22.5701959
哆乐梦园,体育休闲服务,娱乐场所,娱乐场所,西乡街道宝源路时代城深圳宝安店4层,广东省,深圳市,宝安区,113.8632612,22.56986444
鑫怡源会所,体育休闲服务,娱乐场所,娱乐场所,华侨新村西堤一巷与新湖路交叉口西北50米,广东省,深圳市,宝安区,113.8677951,22.57048586
WZ真人密室逃脱(坪洲店),体育休闲服务,娱乐场所,娱乐场所,"西乡坪洲地铁站A出口前行100米,新湖路美佳宾馆旁四楼",广东省,深圳市,宝安区,113.8676979,22.57056874
LP真人密室逃脱(坪洲店),体育休闲服务,娱乐场所,娱乐场所,西乡街道社区华侨新村二巷30号4楼(坪洲地铁站A出口直走一百米),广东省,深圳市,宝安区,113.8677941,22.57053385
帝利酒吧DILLY BAR,体育休闲服务,娱乐场所,酒吧,宝安区体育馆足球附场宝源南路山水商业街3B,广东省,深圳市,宝安区,113.879904,22.56393373
金麦潮量贩式KTV,体育休闲服务,娱乐场所,KTV,裕安一路4033号星光美食娱乐广场3楼,广东省,深圳市,宝安区,113.885229,22.56640971
太阳神殿,体育休闲服务,娱乐场所,KTV,川安路43号,广东省,深圳市,宝安区,113.8838803,22.56681797
星光美食娱乐城,体育休闲服务,娱乐场所,夜总会,新光大道裕安一路,广东省,深圳市,宝安区,113.8849667,22.56646258
深圳泡泡球俱乐部,体育休闲服务,娱乐场所,娱乐场所,宝安体育馆东门进南区103室,广东省,深圳市,宝安区,113.8795996,22.56327957
isabella pub,体育休闲服务,娱乐场所,酒吧,新安街道风临洲苑1栋A-01,广东省,深圳市,宝安区,113.8840599,22.56191651
CRAZY BOX,体育休闲服务,娱乐场所,娱乐场所,罗田路16-46号,广东省,深圳市,宝安区,113.8770997,22.5659464
大本营KTV(蓝博店),体育休闲服务,娱乐场所,KTV,新安街道46区翻身路139号联兴大厦2-3层,广东省,深圳市,宝安区,113.8880364,22.56510807
宝晖经典俱乐部,体育休闲服务,娱乐场所,娱乐场所,宝安45区自由路2号宝晖商务酒店,广东省,深圳市,宝安区,113.8910495,22.56645391
梦想啤酒屋,体育休闲服务,娱乐场所,酒吧,安乐三街93-2号,广东省,深圳市,宝安区,113.8925051,22.56295357
Today密室逃脱(宝安中心店),体育休闲服务,娱乐场所,娱乐场所,创业一路44区翻身路91号维也纳酒店(翻身店)6楼605室,广东省,深圳市,宝安区,113.8914862,22.56156247
老人娱乐中心,体育休闲服务,娱乐场所,娱乐场所,新安街道41区146栋,广东省,深圳市,宝安区,113.8963763,22.5618391
老年娱乐中心,体育休闲服务,娱乐场所,娱乐场所,41区安乐一街146栋一楼,广东省,深圳市,宝安区,113.8965014,22.5618891
夏威夷酒吧(宝农一巷),体育休闲服务,娱乐场所,酒吧,宝龙北巷98号(近宝农一巷),广东省,深圳市,宝安区,113.9032481,22.56420904
蜂巢酒吧(宝民一路),体育休闲服务,娱乐场所,酒吧,新安街道甲岸村2栋1-2楼,广东省,深圳市,宝安区,113.8987659,22.56334491
Cool Lala量贩式KTV,体育休闲服务,娱乐场所,KTV,前进一路137、145号,广东省,深圳市,宝安区,113.9015391,22.56895699
时尚PARTY KTY(宝安店),体育休闲服务,娱乐场所,KTV,建安一路96号香缤广场4楼(近新圳西路),广东省,深圳市,宝安区,113.9018505,22.56438236
明星会量贩KTV(宝安店),体育休闲服务,娱乐场所,KTV,宝民一路52号蜂巢酒吧3-4层,广东省,深圳市,宝安区,113.8985267,22.56378688
玛索(海雅缤纷城),体育休闲服务,娱乐场所,酒吧,建安一路99号海雅缤纷城F1层L1-024,广东省,深圳市,宝安区,113.9015534,22.56381948
Takesea Orster Bar,体育休闲服务,娱乐场所,酒吧,建安一路与新圳路交叉口西南100米,广东省,深圳市,宝安区,113.9018736,22.56348144
香格美拉,体育休闲服务,娱乐场所,KTV,前进一路167号冠城世家1-3层,广东省,深圳市,宝安区,113.9005965,22.57021104
魔王酒吧(海雅缤纷城店),体育休闲服务,娱乐场所,酒吧,5区建安一路99号海雅缤纷城1层(香缤广场),广东省,深圳市,宝安区,113.9016804,22.56398543
